text,tag,source,doc_id
"2. 3830-2021-01373, 가스측정 스마트밴드 모듈 기술 시험절차 및 결과서, TDP",기술이전내용및범위,etri,95
"3. 3830-2019-00648, 질식 관련 가스 센서 조사, TM",기술이전내용및범위,etri,95
"4. 3830-2019-00709, BLE5-Long range 기술 분석 및 시험 자료, TM",기술이전내용및범위,etri,95
"5. 3830-2020-02402, 웨어러블 가스측정 장치 설계, TM",기술이전내용및범위,etri,95
"6. 3830-2020-01579, 밀폐공간내 산소 및 유해가스 위험기준, TM",기술이전내용및범위,etri,95
"7. 3830-2021-00994, 스마트밴드 사용설명서, TM",기술이전내용및범위,etri,95
"8. 3830-2021-01170, MICS-6814 다중 가스 센서 분석, TM",기술이전내용및범위,etri,95
"9. 3830-2021-01753, 가스 측정 모듈 회로 분석, TM",기술이전내용및범위,etri,95
"10. 3830-2021-01763, 전기화학식 센서 시험 모듈 설계 자료, TM",기술이전내용및범위,etri,95
CAPTAIN 시각화 및 음성분석 기술,기술명,etri,96
본 기술은 CAPTAIN 시각화 및 음성분석 기술 기술에 관한 것으로 CAPTAIN 플랫폼의 한 구성요소 중 실내체육관 시각화 기술과 안전상황 관리부분의 음성분석 기술에 해당,기술개요,etri,96
"본 기술은 실내스포츠 시설에 대해 실내환경의 정보를 손쉽게 접근하여 확인할 수 있는 웹서버 기반의 가시화 기능을 제공하고, 안전상황을 인지하는 음성분석 기능을 제공하는 것을 목적으로 한다.",기술의필요성,etri,96
본 기술에서 제공되는 시각화 및 음성분석 기술은 실내스포츠 시설의 환경에 대한 모니터링과 다양한 정보를 시각화하여 표출이 가능하며 안전상황에 대한 빠른 판단과 대처를 위해 필요하다.,기술의필요성,etri,96
"본 기술은 다양한 위치와 장소에 설치, 운영, 저장된 센싱정보에 대하여 웹기반의 효과적인 표출방법을 제공함으로 다양한 응용서비스에 활용이 가능하다. 또한, 반응형 웹기반으로 개발된 기술로 PC로 접속하거나, 모바일 기기로 접속하는 경우 각각의 환경에 최적화된 화면을 제공할 수 있다. 사용자가 정의한 음성 키워드 기반의 상황을 인지하여 안전상황 감지 등 다양한 응용서비스에 적용이 가능하다.",기술의 파급효과,etri,96
반응형 웹기반의 다양한 접속 디바이스에 따른 최적화 화면 제공,기술의 파급효과,etri,96
Trigger Word에 대한 음성분석에 따른 감지기능 제공,기술의 파급효과,etri,96
사용자가 정의한 음성 키워드에 대해 다양한 형태의 음성감지기능 제공,기술의 파급효과,etri,96
본 기술은 실내체육관에 설치된 공기질측정기의 정보를 모니터링하고 실내스포츠 공간에 대한 시각화 기술과 안전상황을 예측하기 위한 음성분석 기능을 제공하는  CAPTAIN 시각화 및 음성분석 기술 로써 다음의 기술을 지원한다.,기술이전내용및범위,etri,96
시각화 프로그램 소스 코드 및 설계문서,기술이전내용및범위,etri,96
음성분석 프로그램 소스 코드 및 설계문서,기술이전내용및범위,etri,96
AI기반 투자관련 데이터 분석 및 예측 시스템 기술,기술명,etri,99
"본 기술은 빅데이터와 AI기반의 투자 및 자산관리 지원 서비스 시스템 개발 과제의 수행 결과로 투자 및 자산관리에 대한 의사결정을 내려야 하는 상황에서 다양한 입력 데이터로부터 투자관련 인사이트를 도출하기 위하여 다양한 인공지능기술을 활용하기 위한 기술에 관한 것으로 종목별 거래데이터, 산업 및 금융관련 지표데이터, 기술적 지표데이터로부터 종목별 가격 변동에 유의성이 높은 지표를 투자선행지표로 도출하고, 이를 활용하여 시장에서의 가격 변동 상황을 예측하기 위한 기술로 구성되어 있음",기술개요,etri,99
글로벌 금융위기 이후 미국을 중심으로 고액자산가를 대상으로 하는 기존 자산 관리시장에서 벗어나 대중 부유층을 대상으로 자동화된 투자자문 및 자산관리 서비스를 온라인에서 제공하는 로보어드바이저 서비스가 빠르게 확산되고 있음,기술의필요성,etri,99
"로보어드바이저 서비스는 ICT기술의 발달과 더불어 전세계적으로 급속하게 확산되고 있으며, 국내에서도 서비스 활성화를 위한 규제 완화 및 정부 지원이 본격화되고 있음",기술의필요성,etri,99
"투자 및 자산관리 서비스 시장에서 빅데이터 및 AI기술의 미성숙으로 인해 로보어드바이저 서비스의 역할은 단순 정보 제공 수준에 머물러 있고, 자문인력에 의한 하이브리드 서비스가 대세이기는 하지만 향후 실시간 빅데이터 수집 기술 및 지능정보기술의 고도화를 통해 자동화된 투자 및 자산관리 서비스 시장은 점차 확대될 것으로 전망됨",기술의필요성,etri,99
투자 및 자산관리 서비스가 확대됨에 따라 다양한 정형/비정형 빅데이터에 대한 실시간 수집 및 분석을 토대로 투자자들의 수요에 대해 보다 최적화·효율화된 서비스 제공 및 신규 비즈니스 모델 발굴을 위한 빅데이터·AI 기술의 중요성이 부각되고 있음,기술의필요성,etri,99
이에 본 기술은 안정적 경제활동 영위 및 원활한 투자 환경의 조성을 위해서 다양한 투자 주체의 관점에서 객관적 중립적 투자 의사결정을 효율적으로 지원할 수 있도록 하는 고도화된 지능정보기술의 활용 및 관련 산업계의 기술적 경쟁력을 확보할 수 있는 기반을 제공할 수 있을 것으로 기대됨,기술의필요성,etri,99
본 기술의 특징은 분석에 사용되는 입력 데이터가 잠재적으로 가지는 tempotal autocorrelation에 관련없이 통계적 유의성이 있는 분석 결과를 도출할 수 있는 기술임,기술의특징및장점,etri,99
"투자선행지표 도출에는 머신러닝기법을 도입하였고, 가격 변동 예측을 위해서는 딥러닝 기반의 알고리즘 및 오코인코더 방식의 학습 알고리즘도 활용하고 있음",기술의특징및장점,etri,99
"본 이전기술은 빠르게 변화·확대되어가는 투자 시장 환경에서 투자자에게 최적화된 종목 추천, 지속적 포트폴리오 모니터링, 리밸런싱 및 자동매매 등을 제공하기 위한 도구로 활용 가능함",기술의 파급효과,etri,99
"증권사 등 금융기관, 로보어드바이저, 핀테크업체, 독립투자자문(IFA) 등과 연계를 토대로 다양한 서비스 모델 발굴 및 검증 등이 가능한 신서비스 시장 조성을 위한 기반 환경을 구축할 수 있을 것으로 기대됨",기술의 파급효과,etri,99
투자자로 하여금 합리적·과학적 근거에 의거하여 투자 및 자산관리 관련 의사를 자율적으로 결정하는 등 관련 정보의 불균형없이 건전한 투자 및 자산관리 문화를 형성할 수 있는 사회적 환경이 조성될 것으로 기대됨,기술의 파급효과,etri,99
투자선행지표 도출 기술 : 주식에 관련된 다양한 정형데이터에 대해 종목별 가격 변동에 유의성이 높은 지표를 시뮬레이션을 통해 도출하는 기술로 랜덤포레스트 기반 학습을 통해 주요 지표를 도출하게 됨,기술이전내용및범위,etri,99
투자데이터 분석 및 예측 기술 : 투자선행지표에 대해 딥러닝 기반 심층신경망 학습을 통해 종목별 가격을 예측하기 위한 데이터 분석 기술,기술이전내용및범위,etri,99
. 단변량 / 다변량 데이터 환경 기반 학습 모델링 지원,기술이전내용및범위,etri,99
. CNN기반 학습 / CNN-LSTM기반 오토인코더 심층신경망 학습 지원,기술이전내용및범위,etri,99
투자관련 데이터 예측 및 분석을 위한 SW 소스코드 3건,기술이전내용및범위,etri,99
. 단변량 데이터를 활용하는 딥러닝기반 주식 가격 예측 모듈,기술이전내용및범위,etri,99
. 다변량 데이터를 활용하는 딥러닝기반 주식 가격 예측 모듈,기술이전내용및범위,etri,99
. 주식 가격 예측을 위한 주요 인자 추출 모듈,기술이전내용및범위,etri,99
종목별 가격 예측을 위한 심층신경망 학습모델,기술이전내용및범위,etri,99
심혈관질환 바이오마커 자동측정기기 기술,기술명,etri,100
"심혈관질환 바이오마커 자동측정기기 기술은 혈액 내에 존재하는 심혈관질환 바이오마커를 사용자의 개입을 최소화하여 혈장분리 및 분주, 항원 항체반응, 세척, 발색반응 및 측정까지 자동으로 이루어지는 측정기기 기술임",기술개요,etri,100
" 심혈관 질환은세계보건기구(WHO)에 따르면 세계 사망 원인 1위 질환이며, 우리나라에서도 암에 이어 사망원인 2위를 차지하고 있는 질환이다. 심혈관질환은 고지혈증을 시작으로 동맥경화, 혈전증, 심부전, 심근경색 등으로 악화되게 된다. 심혈관질환에 의한 사망률을 낮추기 위해서는 조기에 진단하고 주기적인 검사로 진행상황을 모니터링하는 것이 필요하다. 심혈관질환은 각 단계별 대표적인 바이오마커들이 존재하는데 이 바이오마커들을 정확하고 빠르게 측정하는 것이 중요하다. 특히 심부전이나 심근경색은 응급실에서 빠른 진단과 적절한 치료는 환자의 생명을 살릴 수 있고 합병증 예방을 할 수 있다. 증세 발현에서 병원 내원까지의 경과시간이 진단율과 예후에 미치는 영향이 클 것으로 보여준다.",기술의필요성,etri,100
" 사용자가 현장에서 혈액 내의 심혈관질환 바이오마커를 쉽게 측정할 수 있는 자동화된 현장진단기기의 개발이 최근 많은 연구실, 업체 등에서 이루어지고 있다.",기술의필요성,etri,100
 본 연구실에서 개발한 심혈관질환 바이오마커 자동측정기기 기술을 국내 산업체에 이전함으로써 기술이전 기업의 개발 시간을 단축하고 기술 경쟁력을 확보하고자 함,기술의필요성,etri,100
심혈관질환 바이오마커를 15분 이내에 측정할 수 있음,기술의특징및장점,etri,100
진단을 위해 적용되는 바이오마커 농도 측정 구간을 포함함.,기술의특징및장점,etri,100
적용 항체를 변경하여 다양한 질병에 대한 진단기기로 사용할 수 있음,기술의특징및장점,etri,100
일회용 팁 사용으로 오염을 최소화 할 수 있음,기술의특징및장점,etri,100
"(현장진단기기) 빠른 시간 내에 측정하여야 하는 바이오마커들에 대해 적용 가능 함. 바이오마커 자동측정 기술은 범용으로 적용될 수 있고 적용된 검출 항체들에 의해 진단할 수 있는 질병의 종류가 결정됨. 긴급한 진단이 필요한 부분, 또는 주기적인 모니터링이 필요한 진단 부분들에 적용 가능함.",기술의 파급효과,etri,100
현장진단기기 기술로 긴급한 상황에서 또는 환자 바로 옆에서 바이오마커 측정이 가능하여 조기 질병 진단이 가능함.,기술의 파급효과,etri,100
조기 질병 진단으로 인한 의료비 절감 효과를 기대할 수 있음.,기술의 파급효과,etri,100
기술명 : 심혈관질환 바이오마커 자동측정기기 기술,기술이전내용및범위,etri,100
* 기술명: 심혈관질환 포터블 진단키트 기술,기술이전내용및범위,etri,100
기술이전 내용과 관련된 기술문서 6건 및 노하우,기술이전내용및범위,etri,100
해당 Q마크 요구사항정의서 및 시험절차 및 결과서,기술이전내용및범위,etri,100
다중 프로토콜 수용 엣지게이트웨이 플랫폼 기술,기술명,etri,102
" 본 이전기술은 산업 현장에서 다수의 대표적 프로토콜을 사용하는 필드 장치들과 통신할 수 있는 엣지 게이트웨이 플랫폼의 하드웨어와 소프트웨어 설계 기술로써,  모듈의 탈부착을 통하여 필드 장치의 수용량을 용이하게 조절함으로써 산업 현장의 상황에 적절하게 대응할 수 있는 기술임",기술개요,etri,102
" 본 이전기술은 다양한 필드 장치를 통해 산업 현장의 데이터를 취득하기 위한 통신과 상위 서버와의 통신에서 통신계위의 하위층 처리를 수행하는 엣지 게이트웨이 플랫폼 하드웨어 기술과 취득한 데이터를 공통의 규격화된 데이터로 변환하고, 로컬에 저장하거나 분석하며, 취득 데이터 및 장치 상태를 모니터링하기 위한 데이터 시각화 및 소프트웨어 이미지 배포 기능을 지원하는 엣지게이트웨이 플랫폼 소프트웨어 기술로 구성됨",기술개요,etri,102
"   IoT 기기 수 증가로 인한 방대한 데이터양과 실시간 처리 속도의 중요도가 높아지면서 엣지 단에서 데이터를 수집함과 동시에 수집한 데이터를 처리할 수 있는 엣지 컴퓨팅 기술이 최근 중요한 기술로 대두됨. 이에 따라 현장에서 취득한 모든 데이터를 클라우드로 보내지 않고, 엣지 게이트웨이 플랫폼이 탑재한 컴퓨팅 능력를 이용하여 데이터를 취득하는 엣지 단에서 즉시 분석하고 필요한 대응을 할 수 있는 엣지 게이트웨이 플랫폼 기술이 필요함",기술의필요성,etri,102
"   가트너에 따르면 2022년에는 75% 이상의 기업 데이터가 엣지에서 생성될 것으로 전망되며, IDC는 2022년까지 세계 엣지컴퓨팅 시장이 35.4%의 연평균 성장률을 보여 약 7조 5000억원 규모에 달할 것으로 전망하고 있음",기술의필요성,etri,102
"   FEMS 및 BEMS 등을 위해 사설 클라우드 서비스를 사용하는 경우, 기업 데이터 보호 문제가 야기될 수 있으며, 센서 수 증가에 따른 대용량 데이터 전송으로 인한 클라우드 사용료 및 통신 비용 증가, 클라우드에서의 데이터 처리 및 분석에 의한 지연시간 증가로 실시간 대응이 불가능한 문제가 발생함. 위의 나열한 문제점들을 해결하고, 점차 증가하고 있는 현장의 실시간 대응 요구를 만족시키기 위해서는 엣지컴퓨팅이 가능한 엣지게이트웨이 플랫폼 기술이 필요함",기술의필요성,etri,102
 탈부착 가능한 인터페이스 모듈 구조로 필드 장치 수용량 조절이 용이하여 현장의 다양한 비즈니스 시나리오에 유연하게 대응이 가능,기술의특징및장점,etri,102
" RS485, RS232, Modbus/TCP, CAN, Bluetooth 인터페이스가 가능한 필드 정합 I/O 인터페이스 모듈을 최대 4개까지 동시에 장착할 수 있음",기술의특징및장점,etri,102
 IIoT 게이트웨이 정합을 위한 공통 포맷의 하드웨어 모듈 정합 구조,기술의특징및장점,etri,102
 IIoT/Edge 게이트웨이 구현을 위한 EdgeX 기반 소프트웨어 프레임워크,기술의특징및장점,etri,102
 대량의 엣지 시스템을 위한 Kubernetes 기반의 유연한 마이크로서비스 관리,기술의특징및장점,etri,102
 시계열 DB인 Prometheus와 시각화를 위한 오픈소스인 Grafana에 기반한 엣지 시스템 모니터링 및 데이터 시각화,기술의특징및장점,etri,102
 대용량의 고속 데이터 처리를 위한 규칙 기반 데이터 처리 마이크로서비스,기술의특징및장점,etri,102
   본 이전기술은 배전 지능망 및 에너지 신산업계의 신재생 에너지 저장 장치 및 배전 관련 장치들로부터 필드 데이터를 실시간으로 취합하고 관리하고 분석하는하는 엣지 컴퓨팅 솔루션 개발에 적용될 수 있음,기술의 파급효과,etri,102
"  본 이전기술은 스마트 공장, 스마트 빌딩 등에서 전력 계측을 위해 활용되는 전력 센서 또는 에너지 미터로부터 데이터를 수집하는 분전반 내의 전력 데이터 취득 및 전달 장치에 적용될 수 있으며, 빌딩의 설비 자동화 관리를 위하여 층별로 설치되는 플로어 게이트웨이에도 적용이 가능함",기술의 파급효과,etri,102
"   본 이전기술은 에너지 수요관리 사업자, 스마트 공장 설비 사업자, 스마트 빌딩 설비사업자의 스마트 공장, 스마트 빌딩의 FEMS, BEMS 등 에너지 관리 솔루션을 위한 인프라 설비 등에 적용이 가능함",기술의 파급효과,etri,102
   한국전력의 배전지능망 및 에너지 신산업계의 신재생 에너지 저장 장치 및 배전 관련 장치들로부터 필드 데이터를 실시간으로 취합하여 관리하는 엣지 컴퓨팅 솔루션 개발에 적용될 수 있음,기술의 파급효과,etri,102
 호스트컨트롤러 모듈 H/W 설계 기술,기술이전내용및범위,etri,102
Nvidia Jetson Xavier SoC를 이용한 보드 설계 기술,기술이전내용및범위,etri,102
L2 이더넷 스위칭 칩을 통한 호스트 컨트롤러 모듈과 다수의 필드 정합  I/O 인터페이스 모듈 연결 설계 기술,기술이전내용및범위,etri,102
다수 인터페이스 모듈에 안정적 전원을 공급을 위한 전원부 설계 기술,기술이전내용및범위,etri,102
 필드 정합 I/O 인터페이스 모듈 H/W 설계 기술,기술이전내용및범위,etri,102
Raspberry Pi CM3+를 이용한 보드 설계 기술,기술이전내용및범위,etri,102
RS232/485 필드 정합 인터페이스 설계 기술,기술이전내용및범위,etri,102
Modbus/TCP 필드 정합 인터페이스 설계 기술,기술이전내용및범위,etri,102
CAN 필드 정합 인터페이스 설계 기술,기술이전내용및범위,etri,102
Bluetooth 필드 정합 인터페이스 설계 기술,기술이전내용및범위,etri,102
   EdgeX 기반 엣지게이트웨이 플랫폼 소프트웨어 포팅,기술이전내용및범위,etri,102
EdgeX Geneva 버전 기반 Core 마이크로서비스 포팅,기술이전내용및범위,etri,102
"RedisDB, Consul, ZeroMQ 등 핵심 부가 서비스 포팅 및 경량화 기술",기술이전내용및범위,etri,102
"시계열 DB 연동 마이크로서비스, 관리 플랫폼 연동 마이크로서비스 구현",기술이전내용및범위,etri,102
   Kubernetes 기반 엣지게이트웨이 플랫폼 마이크로서비스 관리,기술이전내용및범위,etri,102
Tedge 플랫폼에서 구동되는 마이크로서비스의 상태 정보 수집 기술,기술이전내용및범위,etri,102
"Tedge 플랫폼의 마이크로서비스 관리(시작, 삭제, 배포) 기술",기술이전내용및범위,etri,102
Tedge 플랫폼의 마이크로서버스 관리를 위한 시각화 기술,기술이전내용및범위,etri,102
Tedge 플랫폼 운용을 위한 번들 웹 GUI,기술이전내용및범위,etri,102
"   InfluxDB, Chronograf 기반 엣지게이트웨이 플랫폼 시각화",기술이전내용및범위,etri,102
Tedge 플랫폼에서 수집되는 장치/센서 데이터 시각화 기술,기술이전내용및범위,etri,102
Tedge 플랫폼이 구동되는 H/W의 상태 정보 시각화 기술,기술이전내용및범위,etri,102
Tedge 플랫폼의 마이크로서비스 상태 정보 시각화 기술,기술이전내용및범위,etri,102
  호스트 컨트롤러 모듈 하드웨어 상세 설계서 포함 기술문서 7건,기술이전내용및범위,etri,102
"  호스트컨트롤러 회로도 및 거버파일 (Part list, BOM)",기술이전내용및범위,etri,102
"  필드정합 인터페이스 모듈 회로도 및 거버파일 (Part list, BOM)",기술이전내용및범위,etri,102
"  RS232/485, ModBus/TCP, CAN, Bluetooth, 인터페이스 제어 리눅스 예제 코드",기술이전내용및범위,etri,102
  Tedge 플랫폼 상세 설계서 포함 기술문서 11건,기술이전내용및범위,etri,102
  엣지형 단말 플랫폼용 에이피아이 테스트 모듈 및 그래픽 유저 인터페이스 등 소스 코드 4건,기술이전내용및범위,etri,102
  분산 협업 기반 시스템 및 이의 영상 스트림 실시간 분석 방법 특허 실시권,기술이전내용및범위,etri,102
  ARM 64-bit CPU에 최적화된 이미지 생성을 위한 Docker file과 docker-compose file (Tedge 포팅 및 운용 매뉴얼에 설명 포함),기술이전내용및범위,etri,102
TCGA DNA 데이터의 종양 종류 분류 AI 기술(f),기술명,etri,103
(TCGA DNA 데이터의 종양(Tumor) 종류 분류 AI 기술)은 TCGA 프로젝트에서 정한 DNA 데이터 셋을 입력으로 하여 종양 여부와 종류를 분류하는 AI 기술 기술에 관한 것임,기술개요,etri,103
"대상 기술은 인공지능 응용 시스템에 내장되는 기술이며, 특히 근래 인공지능을 활용한 헬스케어나 의료 진단 서비스와 같은 다양한 기능을 탑재한 지능형 서비스가 증가하는 추세에 있음",기술의필요성,etri,103
종양 여부를 판단하는 기술은 의료 영상기반이나 신체 바이오마커 등의 정보에 기반하여 의료 영상 전문가가 판단하는 것에서 인공지능을 활용한 판단 방법으로 발전하고 있음,기술의필요성,etri,103
"암을 예측하는 획기적인 방법으로 여겨지는 DNA 정보로부터 암여부 나 종류를 판단하는 기술 분야에서 인공지능을 적용하여 예측 정확도를 높이려는 노력들이 대두되고 있고, 본 기술은 이러한 필요성과 요구를 충족시키기 위해서 TCGA DNA 데이터기반의 인공지능 Tumor 분류 AI 모델을 개발하였고 이를 사업화하기 위한 목적임",기술의필요성,etri,103
"본 기술은 상기의 필요성과 목적에 부합하도록 데이터 전처리, 인공지능 모델 등은 물론 지능형 응용 소프트웨에 손쉽게 탑재하기 위해 API를 갖춘 기술임",기술의필요성,etri,103
"첫째, 기계 학습 인공지능 모델에 있어서 종래에는 X-ray와 자기공명 등의 영상데이터를 사용하여 기계 학습한 인공지능 모델을 통해서 종양 여부를 판별하는 기술 또는 DNA 데이터를 사용하여 기계 학습한 인공지능 모델을 통해서 종양 종을 예측하는 방법이 있으나 본 기술은예측 성능을 높이기 위해 전처리한 DNA 데이터를 사용하여 기계 학습한 인공지능 모델을 통해 종양의 여부와 종류를 판별한다는 점이 장점이다. 즉, 종양 보유자로부터 확보한 DNA 데이터를 인공지능 모델의 기계 학습에 바로 사용하지 않고 인공지능 모델의 신뢰성과 정확성을 향상하기 위해 DNA 데이터에서 불필요한 항목 제거, 데이터 구조 변경, 데이터 정규화 등의 데이터 전처리를 한다는 점이 특성이다. 둘째, 인공지능 모델의 종류로는 랜덤 포레스트(Random Forest) 모델을 취하였으나 일반적인 랜덤 포레스트 모델은 언더피팅(Under-fitting)을 피하기 위해 디시전 트리(Decision Tree, n_estimater)값을 최대 1,000개까지 구성하며 오버피팅(Over-fitting)을 피하기 위해 노드를 분할하기 위한 최소 샘플 데이터 수(min_samples_split) 값을 5이상 설정하지만 본 기술에서는 데이터 전처리를 통해 정제된 DNA 데이터를 인공지능 모델의 기계 학습에 사용함으로써 디시전 트리는 10분의 1 수준으로 줄여서 적용하고 최소 샘플 데이터 수도 2분의 1이하로 줄여서 적용하여 기계 학습 시간은 단축하고 분류 정확도는 향상시켰다는 특성이 있다.",기술의특징및장점,etri,103
"(TCGA DNA 데이터의 종양(Tumor) 건강이상자나 건강검진자 등으로부터 무구속 상태에서 간편하고 신속하게 DNA(유전자) 데이터를 획득할 수 있는 기술의 발전 덕분으로, 특정 종양을 내재한 건강이상자들로부터 확보한 DNA 데이터(예를 들어, TCGA 프로젝트의 DNA Tumor 데이터셋)를 활용하여 기계학습(인공지능) 모델(프로그램)을 학습시키고, 모델을 활용하여 사용을 원하는 자, 누구나 DNA 데이터 내에 종양 정보 내재 여부와 종양의 종류를 분류할 수 있는 인공지능 모델(프로그램) 기술이다.",기술의 파급효과,etri,103
기술명 : TCGA DNA 데이터의 종양(Tumor) 종류 분류 AI 기술,기술이전내용및범위,etri,103
TCGA DNA 데이터의 종양(Tumor) 종류 분류 AI 구현 SW일체,기술이전내용및범위,etri,103
8채널 x 56Gbps급 광송신 광학엔진,기술명,etri,104
기술명 : 8채널 x 56Gbps급 광송신 광학엔진,기술개요,etri,104
. 채널 수 : 8채널(CWDM x 2),기술개요,etri,104
. 채널당 전송속도 : 56Gbps(PAM4),기술개요,etri,104
. Thin film filter 기반 dual CWDM4 MUX 광학구조,기술개요,etri,104
. TGV(Through Glass Via) 기반 고속 RF interconnection,기술개요,etri,104
. 저가형 3-Layer 세라믹 패키지,기술개요,etri,104
. 레이저 국부 가열 방식의 비접촉식 솔더링 기술,기술개요,etri,104
. 패키지 소형화를 위한 low profile(3mm) form factor,기술개요,etri,104
"AR, VR, 메타버스 등 가상화 서비스와 대용량 영상 서비스의 수요 증가에 따른 데이터센터의 트래픽 증가로 400기가급 이상 초고속 네트워크 고도화에 대한 필요성이 대두되고 있으며 이에 따른 초고속 광모듈의 수요가 급증하고 있는 상황임.",기술의필요성,etri,104
"해외 광모듈 생산 기업들의 인수합병을 통한 부품 공급체계 수직계열화(M&amp;A) 추세로 광통신 핵심부품의 수급난이 심화되고 있음. 따라서, 향후 광통신 모듈 시장을 점유하기 위해서는 초고속 광통신 핵심부품에 대한 기술 확보가 필요함.",기술의필요성,etri,104
본 기술이전에서는 On-board optics 광모듈 개발을 위한 광송신 광학엔진의 설계 및 공정 관련 기술을 이전하여 8채널 x 56Gbps로 구성되는 광송신 광학엔진 상용화를 통한 국내 기술력 및 국산화 제고에 목적이 있음.,기술의필요성,etri,104
글라스 인터포저 적용 :  기존(FPCB 기반 광학엔진) 대역폭 성능(~40GHz)  대비 대역폭 향상(~60GHz),기술의특징및장점,etri,104
3단 적층형 세라믹 적용 : 기존(7단 적층형 세라믹) 대비 공정 단순화 및 저가격화,기술의특징및장점,etri,104
레이저 조사 방식의 국부 솔더 공정 적용 : 기존(열전도 솔더링 공정) 대비 공정시간 단축 및 열응력 최소화,기술의특징및장점,etri,104
5G 및 데이터센터용 400기가급 이상 On board optics 적용 및 기존 Pluggable optics 광모듈 대체,기술의 파급효과,etri,104
기존 Gold box 패키지 대체 및 공정 단순화를 통한 광모듈 저가격화 구현,기술의 파급효과,etri,104
8채널 x 56Gbps급 광송신 광학엔진 설계 기술,기술이전내용및범위,etri,104
8채널 x 56Gbps급 광송신 광학엔진 제작 기술,기술이전내용및범위,etri,104
8채널 x 56Gbps급 광송신 광학엔진 특성 및 신뢰성 평가 기술,기술이전내용및범위,etri,104
8채널 x 56Gbps급 광송신 광학엔진 설계 기술,기술이전내용및범위,etri,104
. TGV / Ceramic RF 전송선로 설계 기술,기술이전내용및범위,etri,104
. Thin film filter MUX 기반 광학 구조 설계 기술,기술이전내용및범위,etri,104
8채널 x 56Gbps급 광송신 광학엔진 패키징 기술,기술이전내용및범위,etri,104
. 8채널 광원의 Reflow 공정 최적화를 통한 고정밀 실장 기술,기술이전내용및범위,etri,104
. Micro-lens alignment 기술,기술이전내용및범위,etri,104
. 광송신 광학엔진 플랫폼 패키징 기술,기술이전내용및범위,etri,104
. 레이저 조사 방식의 국부 솔더링 공정 기술,기술이전내용및범위,etri,104
8채널 x 56Gbps급 광송신 광학엔진 특성 및 신뢰성 평가 기술,기술이전내용및범위,etri,104
. 56Gbps PAM4 Eye-diagram 및 S-parameter 평가 기술,기술이전내용및범위,etri,104
. Bonding wire pull test (MIL-STD-883G 기준) 신뢰성 평가 기술,기술이전내용및범위,etri,104
. Die shear test (MIL-STD-883G 기준) 신뢰성 평가 기술,기술이전내용및범위,etri,104
. Mechanical shock test (Telcordia GR-468 기준) 신뢰성 평가 기술,기술이전내용및범위,etri,104
마이크로서비스 구조 기반 잔여수명예측 기술,기술명,etri,105
PHM(Prognostics and Health Management) 기술은 미래의 장애 지점을 예측하기 위한 시스템 상태 모니터링 기술로 다양한 산업 분야에서 널리 사용되고 있음,기술개요,etri,105
본 기술은 LSTM(Long-Short Term Memory)과 DANN(Domain Adversarial Neural Network)을 결합하여 시간적 특성을 가진 센서 데이터에서 특징 벡터를 추출하여 회귀 작업을 통해 잔여 수명을 예측하는 기술임,기술개요,etri,105
"다양한 시스템과 서비스와 연동될 수 있도록, RESTful API를 갖는 마이크로 서비스로구현하였음",기술개요,etri,105
PHM 기술은 과거부터 많은 주목을 받아 발전해 왔지만 각 기기나 설비의 수명 종료,기술의필요성,etri,105
"시점을 정확히 알 수 없어, 정확한 잔여내용수명(RUL) 예측 결과를 도출할 수 없다는",기술의필요성,etri,105
"이에, 서로 다른 도메인의 데이터 세트를 사용하여 유사한 데이터 특성 분포를 생성",기술의필요성,etri,105
하는 딥 러닝 네트워크를 구성하여 레이블이 지정되지 않은 데이터에 PHM을 적용할,기술의필요성,etri,105
수 있는 혁신적인 방법을 요구되고 있음,기술의필요성,etri,105
"본 기술은 CNN-LSTM 기반의 DANN을 사용하여, CNN 이후의 2차원 벡터(즉, 잠재변",기술의필요성,etri,105
"수)로 처리를 통해, RUL 예측 시 도메인 간 데이터 분포의 불일치 문제를 보다 유연",기술의필요성,etri,105
"전처리 및 CNN-LSTM기반 잔여수명예측 기술 : Permutation, Perturbation 등의 전처리 기술, Similarity, Degradation, LSTM, RCNN, CRNN 등의 잔여수명 예측기술",기술의특징및장점,etri,105
Time-series DANN 기반 잔여수명예측 기술 : 멀티도메인 환경에서의 데이터 잔여수명 예측 처리 기술,기술의특징및장점,etri,105
마이크로서비스 구조 기반 웹 서비스 기술: REST API 에이전트를 통한 시스템 통합 및 추가 개발 용이,기술의특징및장점,etri,105
"공개된 잔여수명예측용 데이터세트를 활용하여, 에너지 설비 혹은 장치 내 부품의 잔여수명을 적응적으로 예측하는 기술로써, Run-to-failure 데이터가 없는 경우에 활용 가능",기술의특징및장점,etri,105
"Time-series 기반 모델로써, 영상데이터가 없는 IoT 데이터기반 활용 가능",기술의특징및장점,etri,105
"LSTM, RCNN 모델 등 기반 예측 모델을 함께 제공",기술의특징및장점,etri,105
서비스의 유연한 확장 및 운용을 위한 마이크로서비스 구조기반 프레임워크 제공,기술의특징및장점,etri,105
지능형 서비스 및 솔루션 사업자 등이 산업공정 지능화 서비스 제공에 활용,기술의 파급효과,etri,105
센서 및 게이트웨이 장비 사업자 등이 공장 공정라인 자동화를 위한 이상진단 및 잔여수명예측 서비스 제공에 활용,기술의 파급효과,etri,105
